tessellate;extrude;visibility;PLR_ID;PLR_NAME;BEZ;STAND;GROESSE_M2
-1;0;-1;10400837;Kaulsdorf Süd;10;01.01.2021;4869630.053
-1;0;-1;5100101;Hakenfelde Nord;5;01.01.2021;16168772.69
-1;0;-1;8401139;Vogelviertel Süd;8;01.01.2021;826760.904
-1;0;-1;3400829;Arnold-Zweig-Straße;3;01.01.2021;400602.607
-1;0;-1;4200310;Fürstenplatz;4;01.01.2021;931601.723
-1;0;-1;11400929;Weitlingkiez;11;01.01.2021;842257.177
-1;0;-1;10200629;Teterower Ring;10;01.01.2021;999271.16
-1;0;-1;12100204;Schäfersee;12;01.01.2021;1115696.482
-1;0;-1;5100211;An der Kappe;5;01.01.2021;1402781.386
-1;0;-1;6200314;Kaiser-Wilhelm-Straße;6;01.01.2021;733778.237
-1;0;-1;4200203;Olympiagelände;4;01.01.2021;3264399.304
-1;0;-1;9401534;Altstadt Köpenick;9;01.01.2021;796813.695
-1;0;-1;7200409;Belziger Straße;7;01.01.2021;530585.274
-1;0;-1;5400943;Jägerallee;5;01.01.2021;7331950.637
-1;0;-1;4200206;Kranzallee;4;01.01.2021;1485544.478
-1;0;-1;10100209;Lea-Grundig-Straße;10;01.01.2021;678233.409
-1;0;-1;4300518;Kaiserin-Augusta-Allee;4;01.01.2021;1376628.447
-1;0;-1;11200411;Hauptstraße;11;01.01.2021;2521336.77
-1;0;-1;1300732;Soldiner Straße;1;01.01.2021;588074.499
-1;0;-1;7501030;Machonstraße;7;01.01.2021;597111.725
-1;0;-1;4400830;Forckenbeckstraße;4;01.01.2021;1494597.349
-1;0;-1;1200521;Zwinglistraße;1;01.01.2021;166605.497
-1;0;-1;10200422;Hellersdorfer Promenade;10;01.01.2021;451809.839
-1;0;-1;10400938;Mahlsdorf Nord;10;01.01.2021;4221795.938
-1;0;-1;8100209;Glasower Straße;8;01.01.2021;589231.716
-1;0;-1;3300412;Karow Bahnhof;3;01.01.2021;3078323.869
-1;0;-1;3501038;Hansastraße;3;01.01.2021;1964376.981
-1;0;-1;1100207;Leipziger Straße;1;01.01.2021;763637.109
-1;0;-1;8100415;Ganghoferstraße;8;01.01.2021;255372.799
-1;0;-1;3200308;Nisbléstraße;3;01.01.2021;1134312.492
-1;0;-1;1401049;Schulstraße;1;01.01.2021;404127.565
-1;0;-1;4400727;Flinsberger Platz;4;01.01.2021;914954.621
-1;0;-1;10100315;Bärenstein;10;01.01.2021;646662.812
-1;0;-1;1100104;Körnerstraße;1;01.01.2021;338448.206
-1;0;-1;4200308;Branitzer Platz;4;01.01.2021;2755118.531
-1;0;-1;12400723;Hermsdorf Ost/Waldsee;12;01.01.2021;2900145.924
-1;0;-1;6100210;Bismarckstraße;6;01.01.2021;235553.321
-1;0;-1;6400838;Krumme Lanke;6;01.01.2021;6419213.143
-1;0;-1;7601442;Kettinger Straße;7;01.01.2021;2348208.895
-1;0;-1;3601348;Senefelderstraße;3;01.01.2021;219922.187
-1;0;-1;8100104;Wartheplatz;8;01.01.2021;551184.763
-1;0;-1;3601450;Volkspark Prenzlauer Berg;3;01.01.2021;1212024.847
-1;0;-1;8401242;Zittauer Straße;8;01.01.2021;1922467.513
-1;0;-1;9100407;Johannisthal West;9;01.01.2021;3247194.597
-1;0;-1;10100101;Marzahn West;10;01.01.2021;695705.423
-1;0;-1;3300411;Karow Nord;3;01.01.2021;1667533.255
-1;0;-1;1401045;Schwedenstraße;1;01.01.2021;267815.116
-1;0;-1;7400720;Gontermannstraße;7;01.01.2021;1184451.286
-1;0;-1;5200631;Wilhelmstadt Ost;5;01.01.2021;542130.664
-1;0;-1;4100102;Paul-Hertz-Siedlung;4;01.01.2021;537861.96
-1;0;-1;12500926;Wittenau Süd;12;01.01.2021;947518.401
-1;0;-1;10200417;Zossener Straße;10;01.01.2021;450569.895
-1;0;-1;3400722;Parkstraße;3;01.01.2021;509691.612
-1;0;-1;11300721;Herzbergstraße;11;01.01.2021;3863010.076
-1;0;-1;11200514;Landsberger Allee;11;01.01.2021;940051.993
-1;0;-1;1400942;Westliche Müllerstraße;1;01.01.2021;531507.23
-1;0;-1;5200525;Pillnitzer Weg;5;01.01.2021;1475113.049
-1;0;-1;8401140;Vogelviertel Nord;8;01.01.2021;440889.762
-1;0;-1;9501941;Friedrichshagener Straße;9;01.01.2021;1045838.719
-1;0;-1;7601546;Franziusweg;7;01.01.2021;1774343.845
-1;0;-1;2300316;Köpenicker Straße;2;01.01.2021;471422.054
-1;0;-1;10300734;Biesdorf Süd;10;01.01.2021;5205206.423
-1;0;-1;7100206;Großgörschenstraße;7;01.01.2021;534755.476
-1;0;-1;1200518;Beusselkiez;1;01.01.2021;236849.437
-1;0;-1;12200414;TXL;12;01.01.2021;5987642.938
-1;0;-1;4400831;Messelpark;4;01.01.2021;544703.358
-1;0;-1;6300526;Zehlendorf Mitte;6;01.01.2021;905343.286
-1;0;-1;9200819;Köllnische Vorstadt;9;01.01.2021;1551715.709
-1;0;-1;4501150;Wilhelmsaue;4;01.01.2021;294733.282
-1;0;-1;6100206;Stadtpark;6;01.01.2021;710869.319
-1;0;-1;8100311;Reuterplatz;8;01.01.2021;259579.578
-1;0;-1;10100210;Marzahner Promenade;10;01.01.2021;882937.952
-1;0;-1;9501736;Hirschgarten;9;01.01.2021;2873068.172
-1;0;-1;10100312;Springpfuhl;10;01.01.2021;1210405.984
-1;0;-1;12100205;Teichstraße;12;01.01.2021;3374860.211
-1;0;-1;1100102;Großer Tiergarten;1;01.01.2021;3943375.966
-1;0;-1;2200210;Urbanstraße;2;01.01.2021;916800.234
-1;0;-1;3701556;Kollwitzplatz;3;01.01.2021;507067.779
-1;0;-1;5300736;Zitadellenweg;5;01.01.2021;2618966.462
-1;0;-1;6200419;Thermometersiedlung;6;01.01.2021;321216.339
-1;0;-1;2400625;Wriezener Bahnhof;2;01.01.2021;864393.136
-1;0;-1;6300630;Hindenburgdamm;6;01.01.2021;744828.036
-1;0;-1;11300617;Fennpfuhlpark;11;01.01.2021;474765.281
-1;0;-1;7501029;Ringstraße;7;01.01.2021;1441973.878
-1;0;-1;9100101;Alt-Treptow;9;01.01.2021;2314160.878
-1;0;-1;4300623;Karl-August-Platz;4;01.01.2021;582728.606
-1;0;-1;5300737;Gartenfelder Straße;5;01.01.2021;1041737.87
-1;0;-1;6300524;Berlepschstraße;6;01.01.2021;1745589.171
-1;0;-1;1200623;Stephankiez;1;01.01.2021;896475.72
-1;0;-1;5200632;Tiefwerder;5;01.01.2021;1564990.535
-1;0;-1;4400835;Rüdesheimer Platz;4;01.01.2021;600207.947
-1;0;-1;10200627;Am Kienberg;10;01.01.2021;533187.712
-1;0;-1;2300418;Reichenberger Straße Ost;2;01.01.2021;599764.15
-1;0;-1;2500728;Samariterviertel;2;01.01.2021;310608.043
-1;0;-1;1200627;Zillesiedlung;1;01.01.2021;174352.764
-1;0;-1;5400945;Kafkastraße;5;01.01.2021;1737233.19
-1;0;-1;8200729;Britzer Garten;8;01.01.2021;3152323.401
-1;0;-1;2200207;Gleisdreieck;2;01.01.2021;746225.338
-1;0;-1;12200413;Tegel Süd;12;01.01.2021;755164.495
-1;0;-1;4500937;Halensee;4;01.01.2021;709434.206
-1;0;-1;3400830;Kissingenviertel;3;01.01.2021;659319.939
-1;0;-1;3500936;Komponistenviertel Weißensee;3;01.01.2021;1119815.235
-1;0;-1;10200420;Gut Hellersdorf;10;01.01.2021;768070.915
-1;0;-1;1200517;Huttenkiez;1;01.01.2021;2484954.109
-1;0;-1;4300619;Alt-Lietzow;4;01.01.2021;536728.534
-1;0;-1;6100205;Südende;6;01.01.2021;850866.971
-1;0;-1;4300624;Savignyplatz;4;01.01.2021;534638.01
-1;0;-1;10200419;Havelländer Ring;10;01.01.2021;203550.57
-1;0;-1;4200207;Eichkamp;4;01.01.2021;17440826.47
-1;0;-1;2200211;Chamissokiez;2;01.01.2021;977101.699
-1;0;-1;3601141;Arnimplatz;3;01.01.2021;286789.929
-1;0;-1;11401137;Erieseering;11;01.01.2021;718030.243
-1;0;-1;10100311;Marzahner Chaussee;10;01.01.2021;3993423.949
-1;0;-1;9100306;Späthsfelde;9;01.01.2021;2722772.522
-1;0;-1;3400724;Wolfshagener Straße;3;01.01.2021;770100.486
-1;0;-1;1200628;Lüneburger Straße;1;01.01.2021;745610.394
-1;0;-1;8401241;Blumenviertel;8;01.01.2021;2120024.309
-1;0;-1;4400726;Bismarckallee;4;01.01.2021;1428438.058
-1;0;-1;12400618;Heiligensee Nord;12;01.01.2021;3247148.021
-1;0;-1;11300618;Storkower Bogen;11;01.01.2021;321189.597
-1;0;-1;6100102;Schloßstraße;6;01.01.2021;488811.665
-1;0;-1;3701660;Bötzowstraße;3;01.01.2021;570547.019
-1;0;-1;1400941;Londoner Straße;1;01.01.2021;450348.205
-1;0;-1;8100313;Bouchéstraße;8;01.01.2021;140057.883
-1;0;-1;1100416;Arkonaplatz;1;01.01.2021;602000.541
-1;0;-1;1100313;Heine-Viertel Ost;1;01.01.2021;718064.233
-1;0;-1;12400721;Frohnau Ost;12;01.01.2021;5090010.815
-1;0;-1;1200519;Emdener Straße;1;01.01.2021;347156.033
-1;0;-1;3400721;Florakiez;3;01.01.2021;794219.102
-1;0;-1;2200209;Viktoriapark;2;01.01.2021;693579.377
-1;0;-1;5400944;Kladower Damm;5;01.01.2021;4312179.525
-1;0;-1;2500830;Niederbarnimstraße;2;01.01.2021;165471.669
-1;0;-1;7501031;Eisenacher Straße;7;01.01.2021;1542267.734
-1;0;-1;8301037;Gropiusstadt Süd-Ost;8;01.01.2021;437939.506
-1;0;-1;12601031;Lübarser Straße;12;01.01.2021;1134119.154
-1;0;-1;4400728;Hagenplatz;4;01.01.2021;943658.249
-1;0;-1;7200307;Bayerischer Platz;7;01.01.2021;523935.318
-1;0;-1;9501737;Alt-Friedrichshagen;9;01.01.2021;11170398.98
-1;0;-1;10200524;Adele-Sandrock-Straße;10;01.01.2021;1111320.474
-1;0;-1;3500932;Bühringstraße;3;01.01.2021;992545.879
-1;0;-1;7200413;Cheruskerstraße;7;01.01.2021;797218.918
-1;0;-1;2400520;Barnimkiez;2;01.01.2021;941559.045
-1;0;-1;2500836;Stralauer Halbinsel;2;01.01.2021;1116993.913
-1;0;-1;12500928;Waidmannslust;12;01.01.2021;1731905.042
-1;0;-1;5100210;Germersheimer Platz;5;01.01.2021;544791.04
-1;0;-1;8401246;Waltersdorfer Chaussee Ost;8;01.01.2021;2245148.779
-1;0;-1;3300515;Blankenburger Süden;3;01.01.2021;1162742.094
-1;0;-1;4500936;Droysenstraße;4;01.01.2021;273545.336
-1;0;-1;2300419;Wrangelkiez;2;01.01.2021;526704.17
-1;0;-1;8100208;Körnerpark;8;01.01.2021;553852.128
-1;0;-1;7100101;Wittenbergplatz;7;01.01.2021;621002.31
-1;0;-1;3500935;Behaimstraße;3;01.01.2021;439055.07
-1;0;-1;2200212;Graefekiez Süd;2;01.01.2021;391146.547
-1;0;-1;5200524;Döberitzer Weg;5;01.01.2021;1660861.495
-1;0;-1;3400826;Tiroler Viertel;3;01.01.2021;658965.37
-1;0;-1;1300836;Humboldthain Nordwest;1;01.01.2021;1441436.944
-1;0;-1;11100101;Dörfer Malchow-Wartenberg;11;01.01.2021;8450640.742
-1;0;-1;10300733;Alt-Biesdorf;10;01.01.2021;2398113.275
-1;0;-1;8100419;Treptower Straße Nord;8;01.01.2021;430615.948
-1;0;-1;5200633;Graetschelsteig;5;01.01.2021;491044.917
-1;0;-1;7601544;John-Locke-Straße;7;01.01.2021;1123866.856
-1;0;-1;6200423;Schütte-Lanz-Straße;6;01.01.2021;1741827.825
-1;0;-1;6300525;Zehlendorf Süd;6;01.01.2021;1313473.565
-1;0;-1;3501037;Rathaus Weißensee;3;01.01.2021;1745019.881
-1;0;-1;11401136;Volkradstraße;11;01.01.2021;797319.282
-1;0;-1;7501032;Imbrosweg;7;01.01.2021;1232156.602
-1;0;-1;9100203;Plänterwald Ost;9;01.01.2021;2145011.963
-1;0;-1;5300839;Rohrdamm;5;01.01.2021;1217866.308
-1;0;-1;9401432;Siedlung Kämmereiheide;9;01.01.2021;938669.752
-1;0;-1;5300735;Haveleck;5;01.01.2021;1032879.049
-1;0;-1;12601236;Schorfheidestraße;12;01.01.2021;578276.162
-1;0;-1;11300724;Roedeliusplatz;11;01.01.2021;411272.412
-1;0;-1;1100414;Nordbahnhof;1;01.01.2021;373026.685
-1;0;-1;9300923;Kölner Viertel;9;01.01.2021;1566611.29
-1;0;-1;2100101;Askanischer Platz;2;01.01.2021;710730.18
-1;0;-1;10400939;Alt-Mahlsdorf;10;01.01.2021;1898860.343
-1;0;-1;12400617;Alt-Heiligensee;12;01.01.2021;5358291.836
-1;0;-1;8200726;Hufeisensiedlung;8;01.01.2021;988530.849
-1;0;-1;7100102;Kalckreuthstraße;7;01.01.2021;516600.183
-1;0;-1;2400623;Andreasviertel;2;01.01.2021;921717.463
-1;0;-1;5400942;Alt-Gatow;5;01.01.2021;11509680.04
-1;0;-1;1100309;Oranienburger Straße;1;01.01.2021;1011373.746
-1;0;-1;6200313;Lankwitz Kirche;6;01.01.2021;698873.673
-1;0;-1;1300733;Gesundbrunnen;1;01.01.2021;658286.291
-1;0;-1;12200307;Reinickes Hof;12;01.01.2021;532920.494
-1;0;-1;4200309;Neu Westend;4;01.01.2021;677508.402
-1;0;-1;6100204;Munsterdamm;6;01.01.2021;1115946.77
-1;0;-1;1400939;Glasgower Straße;1;01.01.2021;364628.689
-1;0;-1;5100206;Griesingerstraße;5;01.01.2021;1938153.127
-1;0;-1;9301227;Karolinenhof;9;01.01.2021;2356822.331
-1;0;-1;6400842;Hüttenweg;6;01.01.2021;2974967.042
-1;0;-1;7300515;Taunusstraße;7;01.01.2021;367064.158
-1;0;-1;2500834;Revaler Straße;2;01.01.2021;494573.77
-1;0;-1;5200634;Börnicker Straße;5;01.01.2021;3734108.559
-1;0;-1;9401635;Müggelheim;9;01.01.2021;22214559.98
-1;0;-1;3601347;Helmholtzplatz;3;01.01.2021;297839.94
-1;0;-1;4300413;Klausenerplatz;4;01.01.2021;478697.437
-1;0;-1;6300629;Botanischer Garten;6;01.01.2021;1416782.425
-1;0;-1;8401245;Frauenviertel;8;01.01.2021;471887.705
-1;0;-1;7300618;Ceciliengärten;7;01.01.2021;567656.424
-1;0;-1;5100102;Am Forstacker;5;01.01.2021;320904.583
-1;0;-1;9301025;Alt-Bohnsdorf;9;01.01.2021;5534318.435
-1;0;-1;9200613;Bahnhof Schöneweide;9;01.01.2021;1905365.32
-1;0;-1;3100102;Klinikum Buch;3;01.01.2021;2732305.923
-1;0;-1;8100520;Weiße Siedlung;8;01.01.2021;1120618.029
-1;0;-1;6300527;Sundgauer Straße;6;01.01.2021;979984.266
-1;0;-1;10100104;Golliner Straße;10;01.01.2021;885234.901
-1;0;-1;9100202;Plänterwald West;9;01.01.2021;854058.97
-1;0;-1;7400824;Bosepark;7;01.01.2021;636900.462
-1;0;-1;7400822;Lindenhofsiedlung;7;01.01.2021;1453428.626
-1;0;-1;10100207;Ahrensfelder Berge;10;01.01.2021;1099130.226
-1;0;-1;9100305;Baumschulenweg Ost;9;01.01.2021;496802.575
-1;0;-1;11400930;Zachertstraße;11;01.01.2021;404076.256
-1;0;-1;7501133;Fritz-Werner-Straße;7;01.01.2021;1756161.582
-1;0;-1;9401431;Allende I;9;01.01.2021;513546.383
-1;0;-1;4400834;Binger Straße;4;01.01.2021;423122.92
-1;0;-1;6400839;Fischerhüttenstraße;6;01.01.2021;1832730.063
-1;0;-1;7400928;Germaniagarten;7;01.01.2021;660309.401
-1;0;-1;10200418;Kyritzer Straße;10;01.01.2021;642564.559
-1;0;-1;2500727;Forckenbeckplatz;2;01.01.2021;338013.859
-1;0;-1;11100206;Wartenberg Nord;11;01.01.2021;659163.079
-1;0;-1;3701659;Immanuelkirchstraße;3;01.01.2021;416209.907
-1;0;-1;11100203;Falkenberg Ost;11;01.01.2021;909961.257
-1;0;-1;11300619;Rudolf-Seiffert-Park;11;01.01.2021;372623.718
-1;0;-1;2300417;Reichenberger Straße West;2;01.01.2021;369691.05
-1;0;-1;2100103;Am Berlin Museum;2;01.01.2021;413261.601
-1;0;-1;9200512;Wuhlheide;9;01.01.2021;4246764.664
-1;0;-1;1100415;Invalidenstraße;1;01.01.2021;780145.036
-1;0;-1;11400931;Massower Straße;11;01.01.2021;415395.107
-1;0;-1;6200420;Lichterfelde Süd;6;01.01.2021;1370724.921
-1;0;-1;9300922;Kosmos Viertel;9;01.01.2021;380869.074
-1;0;-1;1300834;Brunnenstraße;1;01.01.2021;774989.435
-1;0;-1;8100103;Schillerpromenade Süd;8;01.01.2021;479077.191
-1;0;-1;7400721;Paradestraße;7;01.01.2021;4281118.367
-1;0;-1;4400725;Güterbahnhof Grunewald;4;01.01.2021;543668.46
-1;0;-1;5300841;Siemensdamm;5;01.01.2021;268020.634
-1;0;-1;7400927;Rathaus Tempelhof;7;01.01.2021;3059291.42
-1;0;-1;6200316;Belßstraße;6;01.01.2021;671760.849
-1;0;-1;3200205;Uhlandstraße;3;01.01.2021;2411876.944
-1;0;-1;11300826;Frankfurter Allee Süd;11;01.01.2021;1053291.625
-1;0;-1;4400729;Hundekehle;4;01.01.2021;3754480.402
-1;0;-1;5200423;Magistratsweg;5;01.01.2021;640359.571
-1;0;-1;2400624;Weberwiese;2;01.01.2021;564671.677
-1;0;-1;3701657;Thälmannpark;3;01.01.2021;441343.324
-1;0;-1;1300730;Drontheimer Straße;1;01.01.2021;452951.105
-1;0;-1;4501153;Babelsberger Straße;4;01.01.2021;586111.81
-1;0;-1;8100417;Braunschweiger Straße;8;01.01.2021;412647.33
-1;0;-1;4501043;Preußenpark;4;01.01.2021;625790.463
-1;0;-1;1200626;Thomasiusstraße;1;01.01.2021;552841.838
-1;0;-1;4300517;Tegeler Weg;4;01.01.2021;519148.696
-1;0;-1;8200622;Jahnstraße;8;01.01.2021;667038.153
-1;0;-1;3601346;Gethsemanekirche;3;01.01.2021;193537.945
-1;0;-1;9501940;Güterbahnhof Köpenick;9;01.01.2021;596173.156
-1;0;-1;10200628;Neue Grottkauer Straße;10;01.01.2021;498608.53
-1;0;-1;2300314;Oranienplatz;2;01.01.2021;443939.153
-1;0;-1;8100310;Maybachufer;8;01.01.2021;254730.185
-1;0;-1;4300414;Schloßstraße;4;01.01.2021;562551.123
-1;0;-1;6400841;Zehlendorf Eiche;6;01.01.2021;1102137.543
-1;0;-1;5100105;Amorbacher Weg;5;01.01.2021;2202574.296
-1;0;-1;7300619;Grazer Platz;7;01.01.2021;2573774.394
-1;0;-1;12200309;Scharnweberstraße;12;01.01.2021;707704.668
-1;0;-1;6200312;Komponistenviertel Lankwitz;6;01.01.2021;1237842.731
-1;0;-1;9300920;Dorf Altglienicke;9;01.01.2021;4304670.517
-1;0;-1;10100208;Bürgerpark;10;01.01.2021;811083.749
-1;0;-1;9200510;Helmholtz-Kiez;9;01.01.2021;2330946.424
-1;0;-1;11100308;Zingster Straße West;11;01.01.2021;903489.486
-1;0;-1;4501045;Schaperstraße;4;01.01.2021;590815.934
-1;0;-1;1400940;Schillerpark;1;01.01.2021;917904.723
-1;0;-1;6100207;Mittelstraße;6;01.01.2021;679687.835
-1;0;-1;3100103;Karower Chaussee;3;01.01.2021;1875386.595
-1;0;-1;8100102;Schillerpromenade Nord;8;01.01.2021;589643.475
-1;0;-1;1100310;Alexanderplatzviertel;1;01.01.2021;1365216.178
-1;0;-1;2500833;Boxhagener Platz;2;01.01.2021;340147.924
-1;0;-1;11300723;Bornitzstraße;11;01.01.2021;497936.967
-1;0;-1;11501339;Karlshorst West;11;01.01.2021;994186.449
-1;0;-1;3300514;Blankenburg;3;01.01.2021;4719969.861
